Symbol,Date,Time,CompanyName,Title,sentiment_label,sentiment_score,sentiment_category,sentiment_sub_category,sentiment_explanation,sentiment_flags
MCB,2013-01-28,11:40 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2013-01-28,1:14 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2013-01-28,3:49 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2013-01-24,11:57 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MLCF,2013-01-24,12:22 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2013-01-24,11:38 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAHL,2013-01-23,2:44 PM,Bank AL Habib Limited,Bank AL-Habib Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
CHCC,2013-01-23,2:10 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2013-01-23,10:21 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2013-01-23,11:51 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MEBL,2013-01-23,1:57 PM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2013-01-21,7:00 PM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2013-01-21,12:31 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2013-01-21,10:15 AM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2013-01-21,5:16 PM,United Bank Limited,United Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2013-01-18,10:29 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2013-01-18,1:38 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2013-01-17,11:50 AM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2013-01-17,11:50 AM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
OGDC,2013-01-17,12:10 PM,Oil & Gas Development Company Limited,Oil & Gas Development Co,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
POL,2013-01-17,3:39 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2013-01-17,4:55 PM,Tariq Glass Industries Limited,Tariq Glass Industries Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2013-01-16,10:17 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MCB,2013-01-16,2:58 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2013-01-16,10:19 AM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2013-01-16,10:13 AM,Oil & Gas Development Company Limited,Oil & Gas Development Co. Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ATRL,2013-01-15,10:08 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
INIL,2013-01-15,11:14 AM,International Industries Limited,International Industries Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2013-01-15,5:03 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2013-01-15,10:48 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PRL,2013-01-15,5:04 PM,Pakistan Refinery Limited,Pakistan Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2013-01-15,12:49 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2013-01-14,11:42 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FCCL,2013-01-14,10:31 AM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2013-01-14,12:02 PM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2013-01-14,11:42 AM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAHL,2013-01-11,11:55 AM,Bank AL Habib Limited,Bank AL-Habib Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ENGRO,2013-01-09,12:23 PM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2013-01-09,11:17 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2013-01-09,4:40 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
DGKC,2013-01-08,10:32 AM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FFC,2013-01-01,12:11 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
HUBC,2013-01-01,10:54 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-12-31,11:52 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-12-31,4:06 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-12-28,9:30 AM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FFC,2012-12-28,12:34 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
LUCK,2012-12-28,3:41 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2012-12-28,11:07 AM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
OGDC,2012-12-28,10:17 AM,Oil & Gas Development Company Limited,Oil & Gas Development Company Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-12-24,1:45 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-12-21,3:57 PM,Oil & Gas Development Company Limited,Oil & Gas Dev.Co,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FFC,2012-12-20,10:24 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ATRL,2012-12-19,4:04 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-12-19,3:02 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MLCF,2012-12-19,11:32 AM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-12-19,3:22 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-12-18,3:41 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MCB,2012-12-18,3:32 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2012-12-14,12:04 PM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-12-14,4:05 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-12-14,4:38 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-12-13,4:04 PM,Pakistan Petroleum Limited,Pakistan Petroleum Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-12-13,4:21 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-12-12,10:41 AM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-12-12,10:37 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-12-11,12:26 PM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-12-10,4:22 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-12-07,3:26 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-12-07,2:50 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-12-06,11:33 AM,Oil & Gas Development Company Limited,Oil & Gas Development Co. Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-12-06,12:11 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-12-05,12:41 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-12-05,2:29 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-12-04,3:00 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-12-04,3:00 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-12-03,11:35 AM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-11-29,11:37 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-11-29,10:28 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-11-28,12:50 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-11-27,4:07 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
SHEL,2012-11-27,11:14 AM,Shell Pakistan Limited,Shell Pakistan Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-11-27,11:30 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-11-26,2:53 PM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
DGKC,2012-11-23,12:23 PM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MLCF,2012-11-23,1:47 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-11-23,2:10 PM,Oil & Gas Development Company Limited,Oil & Gas Development.Co,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
POL,2012-11-23,2:26 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-11-22,10:22 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
CHCC,2012-11-22,9:55 AM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
DGKC,2012-11-22,10:12 AM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-11-22,10:12 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
CHCC,2012-11-21,3:34 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-11-21,4:29 PM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-11-21,4:29 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-11-21,2:29 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2012-11-21,2:28 PM,Tariq Glass Industries Limited,Tariq Glass Ind.Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-11-21,3:14 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-11-20,3:01 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2012-11-19,12:06 PM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-11-19,3:59 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2012-11-16,4:44 PM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-11-16,5:02 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2012-11-16,4:45 PM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-11-16,5:32 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAHL,2012-11-15,11:35 AM,Bank AL Habib Limited,Bank AL-Habib Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
HUBC,2012-11-15,10:16 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-11-14,9:42 AM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
LUCK,2012-11-14,2:47 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-11-14,2:48 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-11-13,12:42 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
POL,2012-11-13,1:30 PM,Pakistan Oilfields Limited,Pakistan Oilfields Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-11-13,12:43 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-11-13,9:30 AM,Pakistan Petroleum Limited,Pakistan Petroleum Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2012-11-12,12:16 PM,Habib Bank Limited,Habib Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FCCL,2012-11-08,12:53 PM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-11-08,12:51 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
LUCK,2012-11-08,9:50 AM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-11-08,12:54 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-11-08,3:01 PM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FCCL,2012-11-07,1:59 PM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2012-11-07,11:01 AM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
INIL,2012-11-07,10:59 AM,International Industries Limited,International Industries Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-11-06,4:02 PM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
NBP,2012-11-06,2:08 PM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FCCL,2012-11-05,1:50 PM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-11-05,1:46 PM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-11-05,3:12 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PRL,2012-11-05,5:41 PM,Pakistan Refinery Limited,Pakistan Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PSO,2012-11-05,1:57 PM,Pakistan State Oil Company Limited,Pakistan State Oil Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-11-05,1:59 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-11-02,3:20 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-11-02,3:47 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-11-01,11:33 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-11-01,11:32 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-10-31,9:40 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-10-31,3:29 PM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
HBL,2012-10-31,12:58 PM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-10-31,1:48 PM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PAEL,2012-10-31,2:32 PM,Pak Elektron Limited,Pak Elektron Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-10-31,2:29 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2012-10-31,12:46 PM,Tariq Glass Industries Limited,Tariq Glass Industries Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-10-31,1:14 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-10-30,3:44 PM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2012-10-30,3:43 PM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FCCL,2012-10-30,2:22 PM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-10-30,11:36 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
TGL,2012-10-30,12:25 PM,Tariq Glass Industries Limited,Tariq Glass Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-10-25,11:55 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-10-25,2:08 PM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-10-25,1:09 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-10-25,1:57 PM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PSO,2012-10-25,3:10 PM,Pakistan State Oil Company Limited,Pakistan State Oil Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ATRL,2012-10-24,2:44 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-10-24,9:46 AM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
DGKC,2012-10-24,3:10 PM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ENGRO,2012-10-24,4:04 PM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
INIL,2012-10-24,4:10 PM,International Industries Limited,International Industries Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-10-24,11:01 AM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2012-10-24,12:26 PM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
BAHL,2012-10-23,1:32 PM,Bank AL Habib Limited,Bank AL-Habib Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FABL,2012-10-23,10:29 AM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-10-23,4:27 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-10-23,10:46 AM,Oil & Gas Development Company Limited,Oil & Gas Development Company Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
